name|type|description|prerequisites|prerequisite_feats|benefit|normal|special|source|teamwork|critical|grit|style|performance|racial|companion_familiar|race_name|note|goal|completion_benefit|multiples|suggested_traits|source_dataset
Vestigial Wings|Heritage|You were either born with or developed a pair of weak wings.|dragon, fey, magical beast, monstrous humanoid, or outsider type and/or air subtype.||you have developed small wings; when you fall you can slow your descent by making a dc 15 fly check to fall safely without taking falling damage, albeit at a rate of 20 feet a round. when falling safely, you can make another dc 15 fly check to glide, moving 5 feet laterally every round.||||0|0|0|0|0|0|0|||||0||Metzofitz
Woeful Stench|Heritage|Your enemies recoil in disgust when they strike you.|aberration, ooze, or undead type and/or evil or reptilian subtype.||when you take damage, you exude a horrible stench. anyone within 10 feet of you must make a fortitude save (dc 10 + 1/2 your hit die + your constitution modifier) or be sickened for 1 minute. this is a poison effect.||||0|0|0|0|0|0|0|||||0||Metzofitz
Craft Cognizance Crystal|Item_Creation|You can create psionic cognizance crystals that store power points.|manifester level 3rd.||you can create a cognizance crystal. doing so takes one day for each 1,000 gp in its base price. the base price of a cognizance crystal is equal to the highest-level power it could manifest using all its stored power points, squared, multiplied by 1,000 gp. to create a cognizance crystal, you must use up raw materials costing one-half its base price.||||0|0|0|0|0|0|0|||||0||Metzofitz
Craft Crystalline Focus|Item_Creation|You are able to craft crystalline items that focus psionic energy.|manifester level 3rd.||you can craft crystalline focus items that harness psionic energy such as that for a mind blade, mind armor, or astral suit. doing so takes one day for each 1,000 gp in the items base price.||||0|0|0|0|0|0|0|||||0||Metzofitz
Field Mechanic|Item_Creation|You no longer require extensive resources to create mechanical marvels|technologist, knowledge (engineering) 5 ranks, craft (mechanical) 5 ranks||when creating technological items, you no longer require a lab. however, if you craft a technological item without the use of the appropriate lab, the craft dc increases by 5.||||0|0|0|0|0|0|0|||||0||Metzofitz
Ingenious Craftsman|Item_Creation|No realm of magic or machinery is beyond your capacity to create Items made with technological crafting feats are always technological, and items made with magical crafting feats are always magical.|benefits when crafting a magical item, you may choose to have it draw its powers from a technological source, or vice versa. a magic item made technological is not affected by anything that would inhibit magic (such as antimagic fields or mages disjunction) but becomes vulnerable to effects that alter technology (such as discharge or antitech field). likewise, technological items that are built as magic are not subject to effects that affect technology but are subject to spells that alter magic. in addition, the following item creation feats may be used to craft items which require the other as a .||||||0|0|0|0|0|0|0|||||0||Metzofitz
Mechanical Emulation|Item_Creation|The wonders of advanced science stand in nicely for the effects of magic|ingenious craftsman, master craftsman||you gain the ability to craft spell trigger and spell completion items without using the required spells (much as you would with the master craftsman feat normally), and may choose to create such items as technological devices rather than magical ones. in addition, spell trigger and spell completion items that you craft ignore spell resistance of targets. you still require the normal item creation feats needed to craft such items, however.||||0|0|0|0|0|0|0|||||0||Metzofitz
Natural Cultivator|Item_Creation|Mosslings are natural cultivators of plants, possessing skills far beyond the most talented of humanoids.|mossing, knowledge (nature) or profession (gardener) 3 ranks||you gain a +2 bonus to knowledge (nature) and to profession (gardener) checks. additionally, this feat functions as the cultivate magic plants feat for all purposes. when cultivating magical plants, you can choose to use either knowledge (nature) or profession (gardener).||||0|0|0|0|0|0|0|||||0||Metzofitz
Scribe Tattoo|Item_Creation|You can create psionic tattoos, which store powers within their designs. When you create a psionic tattoo, you make any choices that you would normally make when manifesting the power. When its wearer physically activates the tattoo, the wearer is the target of the power. You have mastered the art of scribing psionic tattoos.|scribe tattoo, manifester level 3rd.||at the beginning of each day when you regain your uses of mythic power, you can expend one use of mythic power to accomplish eight hours of work on one psionic tattoo you are scribing. you can only do this once per day per tattoo you are scribing, though you may also add an actual eighthour work day toward the scribing of such a tattoo. unlike normal tattoo scribing, work accomplished by expending a use of mythic power does not require any special work space or quiet (though the cost of making magic items created this way is normal). additionally, there is no limit to the level of power you can imbue into a tattoo||||0|0|0|0|0|0|0|||||0||Metzofitz
Absorb Violent Energies|Kineticist|Special You can select this feat multiple times; its effects stack if you choose the same type of resistance, though you may choose a different type of resistance each time. If you already possess this feat, you can select it again through the elemental annihilators bonus feats class feature or in place of a utility wild talent.|kineticist 1st, cannot possess cold blast.||you permanently gain vulnerability to cold. this effect is a one-time penalty; this effect does not stack. you cannot learn any kinetic blast which deals cold damage; if your primary element is water and you choose to expand into water, you do not gain cold blast or ice blast. you gain your choice of one of the following dr 1/, electricity resistance 2, fire resistance 2, sonic resistance 2. in addition, whenever you take damage that is partially or totally negated by use of this feat, you are treated as if you had used the gather power class feature as a move action in the previous round. if you possess incredible hidden power, you gain neither the nor the drawbacks of this feat while in your social identity.||||0|0|0|0|0|0|0|||||0||Metzofitz
